Timeinterval Start Loc;Timeinterval End Loc;Isp;Currency Unit Name;Price Measurement Unit Name;Incident Reserve Up;Incident Reserve Down;Price Dispatch Up;Price Dispatch Down;Price Shortage;Price Surplus;Regulation State;Regulating Condition
2020-01-03T06:15;2020-01-03T06:30;26;EUR;MWh;NO;NO;;-21.39;-21.39;-21.39;-1;DOWN
2020-01-03T06:30;2020-01-03T06:45;27;EUR;MWh;NO;NO;;25.18;25.18;25.18;-1;DOWN
2020-01-03T06:45;2020-01-03T07:00;28;EUR;MWh;NO;NO;;25.18;25.18;25.18;-1;DOWN
2020-01-03T07:00;2020-01-03T07:15;29;EUR;MWh;NO;NO;;-140.22;-140.22;-140.22;-1;DOWN
2020-01-03T07:15;2020-01-03T07:30;30;EUR;MWh;NO;NO;;6.17;6.17;6.17;-1;DOWN
2020-01-03T07:30;2020-01-03T07:45;31;EUR;MWh;NO;NO;;-140.22;-140.22;-140.22;-1;DOWN
2020-01-03T07:45;2020-01-03T08:00;32;EUR;MWh;NO;NO;28.62;.91;28.62;.91;2;UP_AND_DOWN
2020-01-03T08:00;2020-01-03T08:15;33;EUR;MWh;NO;NO;;-129.46;-129.46;-129.46;-1;DOWN
2020-01-03T08:15;2020-01-03T08:30;34;EUR;MWh;NO;NO;;14.68;14.68;14.68;-1;DOWN
2020-01-03T08:30;2020-01-03T08:45;35;EUR;MWh;NO;NO;28.97;17.18;28.97;17.18;2;UP_AND_DOWN
2020-01-03T08:45;2020-01-03T09:00;36;EUR;MWh;NO;NO;;1.48;1.48;1.48;-1;DOWN
2020-01-03T09:00;2020-01-03T09:15;37;EUR;MWh;NO;NO;;15.3;15.3;15.3;-1;DOWN
